时间,商品名称,库存变化,单笔销量
2026-06-29 19:55:58,musicndrama,初始库存: 5000,0
2026-06-29 19:57:48,musicndrama,初始库存: 5000,0
2026-06-29 20:00:41,musicndrama,初始库存: 5000,0
